detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city
杭州市滨江区浦沿街道杨家墩社区上沙庙108号,2,杭州市,13,滨江区,128,浦沿街道,4,11882861,108号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882861,108号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙79号,2,杭州市,13,滨江区,128,浦沿街道,4,11882812,79号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882812,79号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙51号,2,杭州市,13,滨江区,128,浦沿街道,4,11882816,51号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882816,51号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙40号,2,杭州市,13,滨江区,128,浦沿街道,4,11882765,40号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882765,40号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙94号,2,杭州市,13,滨江区,128,浦沿街道,4,11882847,94号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882847,94号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙45号,2,杭州市,13,滨江区,128,浦沿街道,4,11882770,45号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882770,45号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙157号,2,杭州市,13,滨江区,128,浦沿街道,4,11882915,157号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882915,157号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙88号,2,杭州市,13,滨江区,128,浦沿街道,4,11882841,88号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882841,88号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙78号,2,杭州市,13,滨江区,128,浦沿街道,4,11882811,78号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882811,78号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙31号,2,杭州市,13,滨江区,128,浦沿街道,4,11882792,31号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882792,31号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙56号,2,杭州市,13,滨江区,128,浦沿街道,4,11882821,56号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882821,56号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙57号,2,杭州市,13,滨江区,128,浦沿街道,4,11882822,57号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882822,57号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙122号,2,杭州市,13,滨江区,128,浦沿街道,4,11882875,122号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882875,122号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙146号,2,杭州市,13,滨江区,128,浦沿街道,4,11882905,146号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882905,146号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙4号,2,杭州市,13,滨江区,128,浦沿街道,4,11882728,4号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882728,4号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙91号,2,杭州市,13,滨江区,128,浦沿街道,4,11882844,91号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882844,91号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙20号,2,杭州市,13,滨江区,128,浦沿街道,4,11882781,20号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882781,20号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙16号,2,杭州市,13,滨江区,128,浦沿街道,4,11882763,16号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882763,16号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙71号,2,杭州市,13,滨江区,128,浦沿街道,4,11882804,71号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882804,71号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙123号,2,杭州市,13,滨江区,128,浦沿街道,4,11882876,123号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882876,123号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙151号,2,杭州市,13,滨江区,128,浦沿街道,4,11882889,151号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882889,151号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙63号,2,杭州市,13,滨江区,128,浦沿街道,4,11882828,63号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882828,63号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙132号,2,杭州市,13,滨江区,128,浦沿街道,4,11882885,132号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882885,132号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙30号,2,杭州市,13,滨江区,128,浦沿街道,4,11882791,30号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882791,30号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙49号,2,杭州市,13,滨江区,128,浦沿街道,4,11882774,49号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882774,49号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙136号,2,杭州市,13,滨江区,128,浦沿街道,4,11882895,136号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882895,136号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙34号,2,杭州市,13,滨江区,128,浦沿街道,4,11882795,34号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882795,34号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙9号,2,杭州市,13,滨江区,128,浦沿街道,4,11882733,9号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882733,9号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙81号,2,杭州市,13,滨江区,128,浦沿街道,4,11882814,81号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882814,81号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙141号,2,杭州市,13,滨江区,128,浦沿街道,4,11882900,141号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882900,141号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙59号,2,杭州市,13,滨江区,128,浦沿街道,4,11882824,59号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882824,59号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙154号,2,杭州市,13,滨江区,128,浦沿街道,4,11882892,154号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882892,154号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙145号,2,杭州市,13,滨江区,128,浦沿街道,4,11882904,145号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882904,145号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙21号,2,杭州市,13,滨江区,128,浦沿街道,4,11882782,21号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882782,21号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙156号,2,杭州市,13,滨江区,128,浦沿街道,4,11882894,156号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882894,156号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙103号,2,杭州市,13,滨江区,128,浦沿街道,4,11882856,103号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882856,103号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙82号,2,杭州市,13,滨江区,128,浦沿街道,4,11882835,82号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882835,82号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙135号,2,杭州市,13,滨江区,128,浦沿街道,4,11882834,135号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882834,135号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙112号,2,杭州市,13,滨江区,128,浦沿街道,4,11882865,112号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882865,112号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙125号,2,杭州市,13,滨江区,128,浦沿街道,4,11882878,125号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882878,125号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙142号,2,杭州市,13,滨江区,128,浦沿街道,4,11882901,142号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882901,142号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙99号,2,杭州市,13,滨江区,128,浦沿街道,4,11882852,99号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882852,99号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙109号,2,杭州市,13,滨江区,128,浦沿街道,4,11882862,109号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882862,109号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙110号,2,杭州市,13,滨江区,128,浦沿街道,4,11882863,110号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882863,110号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙68号,2,杭州市,13,滨江区,128,浦沿街道,4,11882801,68号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882801,68号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙26号,2,杭州市,13,滨江区,128,浦沿街道,4,11882787,26号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882787,26号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙129号,2,杭州市,13,滨江区,128,浦沿街道,4,11882882,129号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882882,129号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙33号,2,杭州市,13,滨江区,128,浦沿街道,4,11882794,33号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882794,33号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙148号,2,杭州市,13,滨江区,128,浦沿街道,4,11882907,148号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882907,148号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙106号,2,杭州市,13,滨江区,128,浦沿街道,4,11882859,106号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882859,106号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙13号,2,杭州市,13,滨江区,128,浦沿街道,4,11882777,13号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882777,13号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙18号,2,杭州市,13,滨江区,128,浦沿街道,4,11882779,18号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882779,18号,\N,\N,\N,\N,\N,\N,20220601,2
杭州市滨江区浦沿街道杨家墩社区上沙庙35号,2,杭州市,13,滨江区,128,浦沿街道,4,11882796,35号,94801,杨家墩社区,\N,\N,91889412,上沙庙,11882796,35号,\N,\N,\N,\N,\N,\N,20220601,2
