,province,city,area,address,name,lat,lng
204,浙江省,杭州市,滨江区,浙江省杭州市滨江区江南大道1088号第六空间国际家居馆3楼,圣蒂斯堡新古典(大都会家居博览园凡尔赛宫中南国际商城店),30.203409,120.198079
205,浙江省,杭州市,滨江区,浙江省杭州市滨江区江南大道1088号,摩恩(中南国际商城西),30.201629,120.193936
206,浙江省,杭州市,滨江区,杭州市滨江区江南大道228号,星光国际广场,30.214175,120.215192
207,浙江省,杭州市,滨江区,浙江杭州市滨江区江陵路2028号星耀城一期3幢,杭州太平洋影城(星耀城店),30.218644,120.221612
208,浙江省,杭州市,滨江区,浙江省杭州市滨江区江晖路1276号中赢国际商务大厦B1层,世纪联华(中赢国际广场店),30.206448,120.217193
209,浙江省,杭州市,滨江区,浙江省杭州市滨江区江陵路2028号,兴耀·星耀城-1期,30.219671,120.22133
210,浙江省,杭州市,滨江区,杭州市滨江区江南大道228号,星光国际广场-首座,30.214436,120.214567
211,浙江省,杭州市,滨江区,杭州市滨江区奥运路与扬帆路交叉口东北米,绿地旭辉城-东南门,30.229901,120.23627
212,浙江省,杭州市,滨江区,杭州市滨江区长河路475号,杭州和瑞国际科技广场-东门,30.191224,120.202718
213,浙江省,杭州市,滨江区,闻涛路与飞虹路交叉口东北150米,杭州奥体博览城-停车场,30.236922,120.23103
214,浙江省,杭州市,滨江区,浙江省杭州市滨江区江南大道228号,星光国际广场-上座,30.213134,120.215232
215,浙江省,杭州市,滨江区,杭州市滨江区江南大道228号星光国际广场B2,星光国际广场-停车场,30.213541,120.215749
216,浙江省,杭州市,滨江区,浙江省杭州市滨江区江南大道7区1号,江三加油站,30.198103,120.188972
217,浙江省,杭州市,萧山区,浙江省杭州市萧山区建设一路与金鸡路交汇处西北侧萧山宝龙广场F1,永辉超市(萧山宝龙广场店),30.202165,120.259999
218,浙江省,杭州市,萧山区,浙江省杭州市萧山区萧绍路702号华润万家b座写字楼1楼,华润万家(萧山店),30.170641,120.290993
219,浙江省,杭州市,萧山区,杭州市萧山区萧然东路76-78号,世纪联华(萧然东路店),30.16953,120.281962
